id,category,currency,deadline_date,goal_amount,launch_time,amount_pledged,end_state,num_backers,country_location,usd_pledged_real,usd_goal_real,gender,age,backers_24hours
1012908100,Music,USD,5/20/11,400000,2/18/11 1:22,10,failed,1,US,10,400000,1,57,0
1012924504,Music,USD,12/7/15,1500,11/17/15 21:45,45,failed,3,US,45,1500,0,21,0
1012926510,Games,EUR,9/4/16,180000,8/5/16 16:00,0,failed,0,NL,0,202823.77,0,49,0
1012934131,Film & Video,GBP,11/15/14,1000,10/22/14 16:20,1005,successful,16,GB,1576.08,1568.23,1,46,4
1012937016,Art,GBP,7/21/14,24000,6/17/14 15:59,90542,successful,901,GB,153812.95,40771.262,1,48,415
1012948256,Publishing,USD,9/15/14,400,7/17/14 6:54,10,failed,1,US,10,400,1,43,0
1012951816,Dance,USD,10/19/15,6000,10/2/15 20:00,6591,successful,95,US,6591,6000,0,46,41
101295302,Food,USD,7/16/14,200,7/9/14 17:48,0,canceled,0,US,0,200,1,57,0
1012964359,Fashion,USD,3/3/16,5000,1/4/16 18:30,0,canceled,0,US,0,5000,0,65,0
1012967459,Film & Video,USD,5/23/15,3000,5/2/15 19:19,450,failed,11,US,450,3000,0,34,5
1012978696,Music,USD,6/25/15,2000,5/26/15 22:33,0,failed,0,US,0,2000,0,63,0
1012979017,Music,USD,3/8/17,8000,1/29/17 5:02,8202,successful,114,US,8202,8000,1,58,42
1012979343,Music,USD,5/16/11,8000,4/25/11 20:21,8195,successful,116,US,8195,8000,0,44,21
1012995685,Music,USD,5/1/17,15000,4/1/17 14:47,15973,successful,256,US,15973,15000,1,45,82
1012997610,Food,USD,12/9/16,1000,11/9/16 22:12,0,failed,0,US,0,1000,0,62,0
1012999216,Crafts,USD,10/29/17,20000,9/26/17 10:28,350,canceled,21,US,350,20000,0,38,8
1012999778,Music,USD,12/29/12,200,11/29/12 1:28,0,failed,0,US,0,200,1,18,0
1013006034,Publishing,USD,7/1/17,3500,6/1/17 16:19,935,failed,13,US,935,3500,0,19,3
1013007973,Technology,USD,11/15/14,70000,10/21/14 22:39,744,failed,8,US,744,70000,0,19,1
1013015364,Music,USD,10/11/13,1200,9/27/13 23:20,1275,successful,29,US,1275,1200,0,20,11
1013018482,Games,EUR,11/9/16,2000,9/30/16 12:51,46,failed,2,NL,50.16,2180.8101,0,57,0
101301890,Film & Video,USD,12/2/15,30000,10/29/15 5:04,4441,failed,46,US,4441,30000,1,63,5
1013019633,Games,EUR,9/10/17,3800,8/26/17 18:21,10449,successful,237,ES,12500.15,4545.9399,1,50,80
101301964,Music,USD,2/15/13,6000,12/31/12 17:54,14804.71,successful,668,US,14804.71,6000,0,36,329
1013020050,Technology,USD,1/21/15,18000,11/22/14 19:20,10,failed,1,US,10,18000,0,28,0
1013021535,Music,GBP,3/8/16,4000,2/7/16 13:40,4343,successful,120,GB,6207.1201,5716.8999,1,43,50
1013022907,Film & Video,USD,9/24/14,5000,8/25/14 18:09,3,failed,3,US,3,5000,0,19,0
1013024401,Film & Video,USD,7/16/11,10000,6/9/11 19:18,0,failed,0,US,0,10000,0,29,0
1013031233,Design,USD,8/23/16,10000,7/19/16 18:51,22167,successful,457,US,22167,10000,0,34,181
101303414,Games,USD,12/1/16,1475,11/3/16 1:02,16423,successful,529,US,16423,1475,0,38,41
1013038004,Games,NOK,12/6/15,900,11/16/15 18:35,680,failed,4,NO,78.059998,103.32,1,37,2
1013040611,Journalism,USD,6/9/15,1000,5/27/15 23:40,1125,successful,30,US,1125,1000,0,25,2
1013042028,Fashion,USD,8/20/14,15000,7/21/14 21:08,0,canceled,0,US,0,15000,0,20,0
1013046013,Music,USD,2/27/13,600,1/30/13 1:51,679,successful,29,US,679,600,0,64,11
1013055913,Music,USD,1/23/15,4000,12/23/14 1:06,5088,successful,79,US,5088,4000,0,48,35
1013077529,Film & Video,USD,9/5/11,10000,7/7/11 20:43,50,failed,1,US,50,10000,0,35,0
1013078852,Comics,USD,9/20/12,1500,8/21/12 16:07,1755,successful,75,US,1755,1500,0,65,1
1013082969,Games,USD,9/6/15,8000,8/7/15 5:35,0,failed,0,US,0,8000,0,43,0
1013083729,Music,USD,11/12/15,10900,10/6/15 22:59,15125,successful,105,US,15125,10900,1,30,24
1013086297,Publishing,AUD,4/30/17,25000,3/1/17 10:55,5670,failed,49,AU,4190.0698,18474.73,0,23,18
1013090893,Journalism,USD,1/19/17,1000,11/20/16 4:18,52,failed,10,US,52,1000,0,30,1
1013106890,Games,USD,1/4/12,5000,12/3/11 14:57,885,failed,8,US,885,5000,0,38,4
1013109821,Publishing,USD,8/20/14,11,7/21/14 16:29,0,suspended,0,US,0,11,0,54,0
1013110276,Crafts,USD,4/24/15,200,3/25/15 21:03,25,canceled,1,US,25,200,1,52,0
1013111154,Design,USD,7/29/12,75000,6/20/12 6:20,9051,canceled,39,US,9051,75000,0,43,12
1013115913,Games,USD,7/8/14,28500,6/5/14 18:01,29730,successful,620,US,29730,28500,1,34,31
1013118405,Fashion,USD,10/31/14,1000,10/1/14 19:32,1225,successful,21,US,1225,1000,0,58,0
10131266,Games,GBP,3/12/15,10000,2/10/15 12:48,60,failed,4,GB,88.690002,14780.87,0,45,1
1013133208,Crafts,GBP,11/8/13,155,9/24/13 21:19,91,failed,6,GB,146.33,249.24001,1,38,1
1013137829,Art,USD,3/1/17,500,1/30/17 19:07,550,successful,21,US,550,500,0,53,5
1013147824,Food,USD,8/8/14,15000,7/9/14 19:02,10,failed,1,US,10,15000,0,40,0
1013157280,Technology,USD,8/7/14,135000,7/8/14 18:43,52,failed,6,US,52,135000,0,28,2
1013161175,Art,GBP,4/10/15,3000,2/9/15 2:51,45,failed,1,GB,65.660004,4377.3901,1,46,0
1013165730,Music,USD,2/28/11,3300,1/26/11 5:57,920,failed,23,US,920,3300,1,55,4
1013175256,Design,USD,6/5/16,100000,5/5/16 15:59,26271,failed,119,US,26271,100000,1,20,48
1013176158,Publishing,USD,11/25/12,3000,10/26/12 17:15,3106,successful,17,US,3106,3000,0,41,8
1013179595,Film & Video,USD,7/20/12,50000,6/14/12 11:18,51237.191,successful,425,US,51237.191,50000,1,47,88
1013186170,Crafts,CAD,4/1/15,5000,3/2/15 22:37,0,failed,0,CA,0,3954.4399,0,44,0
1013187774,Film & Video,USD,5/15/15,25000,3/16/15 20:12,27149,successful,215,US,27149,25000,1,61,93
1013189957,Fashion,USD,5/30/14,10000,5/9/14 1:16,0,failed,0,US,0,10000,0,44,0
1013190848,Technology,USD,5/20/12,7000,3/21/12 6:36,373,failed,7,US,373,7000,1,62,2
1013208395,Music,USD,2/4/11,5000,12/21/10 21:39,525,failed,2,US,525,5000,1,51,0
1013211935,Music,USD,9/9/14,4500,8/10/14 19:42,490,failed,16,US,490,4500,1,52,4
1013227314,Music,USD,4/3/13,2500,3/4/13 18:42,525,failed,7,US,525,2500,1,20,2
1013228070,Games,SEK,1/24/15,10000,11/30/14 14:29,2120,failed,12,SE,256.01999,1207.64,0,57,1
1013236914,Publishing,USD,9/15/15,550,8/17/15 18:28,10,failed,1,US,10,550,0,37,0
101324219,Design,USD,12/25/17,75000,11/2/17 17:17,381,failed,11,US,381,75000,0,21,3
1013243732,Comics,USD,4/7/16,2300,2/22/16 3:06,2774,successful,88,US,2774,2300,1,32,29
1013245029,Technology,EUR,1/7/16,10000,12/8/15 23:06,0,canceled,0,DE,0,10860.95,0,49,0
1013247303,Technology,USD,9/16/15,20000,8/17/15 20:27,73,failed,3,US,73,20000,0,53,1
1013247763,Crafts,EUR,11/14/17,2500,10/15/17 21:53,595,failed,14,DE,701.79999,2948.74,0,18,7
1013253084,Film & Video,EUR,6/19/16,15000,4/20/16 11:11,198,failed,5,FR,219.11,16598.98,1,19,2
1013256750,Film & Video,USD,7/26/13,3500,6/6/13 18:48,3810,successful,80,US,3810,3500,1,37,26
1013264780,Film & Video,USD,5/21/11,2000,4/21/11 22:19,0,failed,0,US,0,2000,1,21,0
1013265353,Art,USD,2/9/13,25000,1/10/13 20:39,3798,failed,64,US,3798,25000,1,40,4
101327397,Design,USD,9/20/17,15000,8/21/17 15:33,19484,successful,38,US,19484,15000,0,50,13
1013286507,Technology,USD,10/17/14,10000,9/17/14 19:46,0,failed,0,US,0,10000,0,59,0
1013291461,Technology,USD,9/1/17,4500,8/2/17 18:44,444,canceled,24,US,444,4500,1,55,9
1013293788,Art,USD,6/17/13,10000,5/15/13 21:42,3135,failed,88,US,3135,10000,1,20,23
1013301995,Art,USD,4/16/13,4000,3/7/13 20:48,5192.1299,successful,64,US,5192.1299,4000,0,52,11
1013303827,Music,USD,6/14/12,450,5/15/12 1:40,455,successful,29,US,455,450,0,22,2
1013308308,Film & Video,USD,10/12/11,10000,9/10/11 22:11,10050,successful,32,US,10050,10000,0,32,11
1013308411,Photography,GBP,6/24/16,6000,5/25/16 3:28,50,canceled,2,GB,68.519997,8222.4404,1,65,0
1013310008,Music,USD,11/10/13,3500,10/11/13 6:03,4408,successful,50,US,4408,3500,1,63,19
1013311145,Music,USD,12/17/11,2000,11/17/11 17:51,2175,successful,41,US,2175,2000,0,51,9
1013319840,Publishing,GBP,1/31/17,4000,12/27/16 21:21,200,failed,10,GB,249.75,4995.0698,1,20,2
1013324797,Comics,USD,3/2/11,1200,1/31/11 4:21,2075,successful,34,US,2075,1200,1,35,0
1013326103,Art,USD,4/4/11,3000,3/4/11 2:41,3235.6699,successful,69,US,3235.6699,3000,0,61,4
1013328423,Film & Video,USD,8/9/12,88000,7/10/12 5:50,104701.12,successful,561,US,104701.12,88000,1,65,203
1013331139,Film & Video,USD,4/21/11,3500,3/21/11 4:53,155,failed,4,US,155,3500,0,21,1
1013351102,Photography,USD,4/14/15,7500,2/13/15 3:06,0,suspended,0,US,0,7500,0,28,0
101336613,Publishing,USD,2/6/18,3500,12/8/17 18:19,50,live,1,US,50,3500,1,58,0
1013367956,Dance,USD,11/8/14,1700,9/24/14 3:01,2191,successful,15,US,2191,1700,1,61,4
1013369499,Film & Video,USD,9/17/14,15000,8/18/14 22:12,0,failed,0,US,0,15000,1,60,0
1013373332,Design,CAD,5/4/15,30000,3/25/15 7:05,13794,failed,177,CA,11397.17,24787.24,0,46,64
1013374901,Music,USD,11/22/10,16000,10/8/10 2:26,4769.54,failed,133,US,4769.54,16000,1,26,33
1013376278,Music,USD,6/23/12,3000,5/26/12 15:28,25,failed,1,US,25,3000,1,25,0
1013378450,Music,USD,9/10/11,23000,7/22/11 7:03,1226.33,failed,19,US,1226.33,23000,1,52,1
1013378925,Design,EUR,11/13/15,59000,9/29/15 19:48,27234,canceled,20,FR,29314.76,63507.781,0,24,8
1013384671,Technology,USD,12/22/17,25000,10/23/17 23:35,181,failed,6,US,181,25000,0,19,0
1013385092,Technology,USD,6/14/15,210000,5/5/15 19:57,46,failed,6,US,46,210000,1,21,0
1013385248,Theater,USD,3/14/14,1500,2/11/14 18:27,1787,successful,46,US,1787,1500,0,41,0
1013385948,Food,USD,8/27/15,1000,7/28/15 18:37,1085,successful,12,US,1085,1000,0,20,0
1013389538,Music,CAD,6/9/15,3500,5/10/15 15:22,207,undefined,0,"N,0""",168.25,2844.8301,1,31,0
1013390389,Publishing,USD,4/18/14,35000,3/17/14 22:30,38890.359,successful,931,US,38890.359,35000,0,19,231
1013391683,Art,USD,4/29/14,2000,2/28/14 11:19,2225,successful,37,US,2225,2000,0,47,2
1013395779,Publishing,USD,7/14/16,250,6/14/16 16:40,1,failed,1,US,1,250,0,50,0
1013401579,Crafts,USD,8/13/14,2900,7/30/14 22:29,2992,successful,81,US,2992,2900,1,55,6
1013403770,Fashion,USD,10/9/15,150,9/9/15 21:00,41,failed,3,US,41,150,1,37,1
1013408690,Technology,USD,3/30/15,100000,2/13/15 20:31,120249,successful,539,US,120249,100000,0,40,147
1013411047,Technology,USD,4/13/17,2000,3/14/17 11:01,2075,successful,106,US,2075,2000,1,20,12
1013414412,Art,USD,7/10/16,2500,6/10/16 22:25,62,failed,2,US,62,2500,0,53,0
1013415248,Fashion,USD,10/23/17,1500,9/23/17 4:09,246,failed,9,US,246,1500,1,52,1
1013415482,Film & Video,GBP,6/27/14,450,5/28/14 12:18,1,failed,1,GB,1.7,766.46997,0,40,0
1013418953,Film & Video,USD,7/1/17,1200,5/20/17 21:56,80,failed,2,US,80,1200,1,34,1
1013420161,Publishing,USD,9/20/15,18000,8/21/15 2:47,0,failed,0,US,0,18000,1,44,0
1013426137,Technology,USD,10/20/14,25000,10/1/14 17:07,216,failed,9,US,216,25000,0,20,4
1013429244,Film & Video,USD,6/6/11,750,4/28/11 20:08,5,failed,1,US,5,750,0,52,0
1013442531,Games,CAD,9/25/15,40000,8/26/15 18:33,0,canceled,0,CA,0,30045.82,0,36,0
1013447191,Photography,USD,6/23/13,200,5/24/13 1:26,292,successful,10,US,292,200,0,29,3
1013448393,Publishing,USD,8/13/15,1500,7/14/15 23:47,0,undefined,0,"N,0""",0,1500,1,19,0
101345177,Crafts,USD,6/20/15,1000,6/13/15 2:16,50,failed,4,US,50,1000,0,19,1
1013454832,Publishing,USD,6/5/14,550,5/6/14 14:58,560,successful,7,US,560,550,0,38,2
1013460627,Design,USD,3/28/17,30000,2/27/17 20:07,31448.5,successful,261,US,31448.5,30000,1,41,56
1013464840,Music,USD,2/23/15,3700,1/24/15 4:14,3,failed,3,US,3,3700,1,41,0
1013465063,Publishing,GBP,9/4/16,500,8/15/16 17:16,821,successful,32,GB,1094.04,666.28003,0,32,5
1013466522,Publishing,CAD,10/8/17,700,9/26/17 6:43,1023,successful,30,CA,818.46997,560.03998,1,41,6
1013477509,Publishing,USD,7/11/14,4000,6/11/14 2:07,0,failed,0,US,0,4000,1,29,0
1013481997,Technology,USD,5/19/17,25000,4/19/17 2:00,29273.5,successful,189,US,29273.5,25000,0,34,83
1013487714,Technology,USD,9/24/14,47000,8/15/14 12:35,0,failed,0,US,0,47000,1,62,0
1013491047,Publishing,USD,8/14/12,100000,6/15/12 22:41,0,failed,0,US,0,100000,0,59,0
1013495191,Comics,USD,4/21/12,10000,3/7/12 23:26,945,failed,10,US,945,10000,1,21,3
1013495358,Film & Video,USD,6/25/15,700,5/26/15 21:40,0,canceled,0,US,0,700,0,40,0
1013498866,Publishing,USD,11/18/13,9600,10/4/13 19:18,355,failed,11,US,355,9600,0,57,2
1013499846,Technology,AUD,6/29/14,7000,6/15/14 2:14,5,failed,1,AU,4.6799998,6546.3398,0,21,0
101350028,Publishing,USD,3/15/14,15000,2/13/14 16:34,2287,failed,32,US,2287,15000,0,43,13
1013503401,Film & Video,GBP,1/1/15,4500,12/2/14 18:10,4843,successful,67,GB,7477.46,6947.8799,1,35,29
1013505713,Fashion,USD,5/21/16,6500,4/6/16 22:22,70,failed,1,US,70,6500,1,23,0
1013507159,Games,EUR,8/30/16,39000,8/3/16 19:57,3101,canceled,35,IT,3470.9299,43652.48,0,59,7
1013526951,Technology,AUD,7/29/16,65000,6/13/16 16:00,32383,failed,227,AU,24344.461,48864.828,0,56,106
1013535993,Fashion,DKK,7/1/15,50000,6/1/15 19:30,75000,successful,50,DK,11154.41,7436.27,1,61,24
101353700,Music,USD,7/20/11,3000,5/21/11 23:34,4921,successful,45,US,4921,3000,0,51,18
101353888,Film & Video,USD,5/19/17,8000,4/19/17 2:58,8335,successful,104,US,8335,8000,0,60,21
1013539499,Design,USD,5/11/16,10000,4/11/16 22:50,737,failed,7,US,737,10000,1,40,0
1013547328,Games,USD,8/14/14,6000,7/15/14 17:42,55,failed,2,US,55,6000,1,43,1
1013547987,Music,USD,5/31/11,1000,5/16/11 19:50,1273,successful,28,US,1273,1000,1,19,7
1013549181,Film & Video,USD,6/23/15,38500,5/21/15 7:28,2028,failed,16,US,2028,38500,1,55,1
1013550096,Technology,AUD,1/17/16,20000,12/16/15 15:18,26708,successful,75,AU,18768.801,14054.81,1,18,15
1013550788,Dance,USD,9/19/15,1000,8/20/15 19:47,220,failed,5,US,220,1000,0,20,2
1013553084,Games,GBP,6/12/14,2000,5/13/14 0:07,60,canceled,6,GB,101.77,3392.4199,0,40,3
1013556447,Food,USD,6/27/14,5500,5/28/14 11:37,367,failed,13,US,367,5500,0,60,4
1013557476,Games,EUR,4/11/15,50000,2/10/15 23:58,102,canceled,3,IE,110.3,54069.84,0,40,0
1013579625,Publishing,USD,9/25/14,1200,8/26/14 14:05,5,failed,1,US,5,1200,1,64,0
1013589243,Film & Video,USD,9/8/15,8000,8/9/15 23:51,5699.21,canceled,119,US,5699.21,8000,0,35,13
1013590699,Photography,USD,7/10/16,18325,6/6/16 22:41,3143,failed,33,US,3143,18325,0,20,14
1013606032,Publishing,USD,11/9/12,2000,10/9/12 16:05,2170,successful,35,US,2170,2000,0,27,15
1013612018,Games,USD,11/6/14,1000,10/7/14 8:43,1585,successful,30,US,1585,1000,1,21,5
1013616350,Fashion,USD,10/31/14,15000,9/29/14 21:31,1229,canceled,11,US,1229,15000,0,47,1
1013617287,Design,CAD,3/30/14,3500,1/29/14 15:52,46,failed,3,CA,41.73,3175.47,1,24,0
1013619184,Fashion,USD,11/16/16,20000,10/17/16 17:35,385,failed,8,US,385,20000,1,52,1
1013630127,Photography,GBP,5/16/15,500,4/16/15 9:00,0,canceled,0,GB,0,782.01001,0,64,0
1013632147,Technology,AUD,9/16/14,70000,8/7/14 4:55,11,failed,2,AU,9.8699999,62819.711,1,51,1
101363482,Art,USD,8/18/12,10000,7/5/12 23:40,11513,successful,618,US,11513,10000,0,23,155
1013636471,Film & Video,USD,5/16/13,10000,4/15/13 17:00,15095,successful,216,US,15095,10000,0,59,53
1013644321,Design,GBP,8/25/16,15000,7/26/16 10:03,30867,successful,254,GB,40782.969,19818.721,0,33,14
1013661120,Technology,CAD,3/22/15,2500,2/20/15 20:56,1005,failed,6,CA,803.41998,1998.5601,0,52,2
101367606,Design,EUR,1/2/17,7000,12/12/16 20:14,14,canceled,1,AT,14.82,7412.27,1,65,0
1013679672,Food,USD,5/22/13,4500,4/22/13 14:20,290,failed,9,US,290,4500,1,23,3
1013680688,Crafts,CAD,3/2/16,800,2/1/16 4:31,3790,successful,41,CA,2824.99,596.29999,1,40,5
101368510,Technology,USD,7/16/14,115000,6/16/14 12:36,128181.89,successful,658,US,128181.89,115000,0,43,205
1013687062,Games,USD,10/12/13,4750,9/12/13 23:30,5066.7202,successful,83,US,5066.7202,4750,1,54,18
1013687630,Games,USD,11/3/14,9000,10/2/14 17:19,9148,successful,54,US,9148,9000,0,18,4
1013688970,Food,USD,8/27/14,100,7/28/14 19:49,0,failed,0,US,0,100,0,29,0
101369165,Music,USD,5/28/15,2000,4/28/15 20:30,44,failed,2,US,44,2000,1,39,1
1013693136,Film & Video,GBP,7/22/13,18000,6/12/13 11:20,15111,failed,73,GB,23270.6,27719.6,0,47,27
10137007,Music,CAD,12/25/14,19000,11/25/14 18:31,450,failed,20,CA,385.20999,16264.34,1,25,4
1013702796,Music,USD,12/11/14,2000,11/11/14 21:41,170,failed,4,US,170,2000,0,39,1
1013704008,Music,USD,11/7/11,2000,10/6/11 4:06,744,failed,15,US,744,2000,1,22,3
1013709829,Comics,USD,7/1/13,999,5/30/13 17:32,26759,successful,263,US,26759,999,1,37,84
1013715797,Publishing,USD,7/4/12,1500,6/2/12 20:24,1540,successful,34,US,1540,1500,1,31,6
1013728452,Music,USD,3/5/14,15000,2/3/14 6:34,1935,failed,6,US,1935,15000,1,36,2
1013741727,Art,USD,9/9/11,6000,7/26/11 5:08,225,failed,6,US,225,6000,1,26,1
1013752325,Technology,USD,3/5/17,17000,2/1/17 0:10,10,failed,1,US,10,17000,0,29,0
1013753996,Photography,USD,6/13/15,20000,4/14/15 5:47,0,failed,0,US,0,20000,0,59,0
1013754926,Film & Video,USD,12/16/10,5000,11/16/10 4:19,5171,successful,48,US,5171,5000,0,25,6
1013770585,Technology,DKK,3/11/15,1000,2/9/15 22:21,15,failed,3,DK,2.1300001,141.73,0,31,1
1013775582,Film & Video,USD,7/3/13,14000,6/26/13 0:59,6630,failed,50,US,6630,14000,1,34,9
1013780162,Music,USD,3/23/13,8000,2/20/13 1:36,11386,successful,49,US,11386,8000,0,64,15
1013783768,Technology,GBP,10/7/14,20000,9/16/14 21:32,8873.7695,failed,151,GB,14228.31,32068.24,1,49,2
1013804450,Fashion,SGD,11/19/17,20000,10/20/17 4:58,232,failed,4,SG,172.36,14858.84,1,46,1
1013807369,Publishing,GBP,11/19/14,2000,10/20/14 13:47,20,failed,1,GB,31.360001,3136.47,0,38,0
1013809635,Comics,USD,12/1/11,12000,11/1/11 3:00,0,failed,0,US,0,12000,0,64,0
1013812374,Art,USD,9/15/17,2000,8/17/17 15:05,21,failed,2,US,21,2000,0,54,1
1013820110,Art,EUR,10/1/16,3000,9/1/16 19:01,4338,successful,97,DE,4832.5098,3341.99,1,19,9
1013854404,Dance,USD,4/30/13,1000,3/5/13 20:28,1297,successful,22,US,1297,1000,0,57,10
1013856925,Publishing,USD,8/24/14,7000,7/24/14 9:02,1,failed,1,US,1,7000,0,53,0
1013870132,Film & Video,USD,4/14/17,5000,3/30/17 22:48,1141.24,failed,29,US,1141.24,5000,0,30,8
1013877535,Games,EUR,2/27/16,250000,12/29/15 1:44,845,failed,13,NL,926.96002,274249.13,1,48,3
101387763,Food,AUD,11/21/15,10000,10/22/15 23:07,6097,failed,144,AU,4391.3901,7202.54,0,50,10
1013885573,Film & Video,USD,7/29/11,14800,6/14/11 14:23,15270.11,successful,65,US,15270.11,14800,0,60,30
1013893645,Art,USD,2/5/16,7000,1/6/16 12:12,22,failed,3,US,22,7000,1,45,0
1013919184,Comics,USD,6/9/14,3000,5/15/14 20:29,3077,successful,90,US,3077,3000,1,38,44
1013921884,Comics,GBP,11/7/17,200,10/24/17 17:56,749,successful,76,GB,987.76001,263.75,0,23,18
1013923047,Food,USD,12/15/16,25000,11/15/16 22:12,25130,successful,130,US,25130,25000,0,47,34
1013923506,Art,USD,5/3/14,4000,4/3/14 18:48,0,canceled,0,US,0,4000,0,32,0
1013929917,Comics,USD,3/31/12,3600,2/29/12 21:40,759,failed,49,US,759,3600,0,45,10
1013934649,Publishing,USD,9/9/14,1000,8/8/14 17:11,285,canceled,3,US,285,1000,0,31,0
1013935300,Music,EUR,3/3/16,50000,2/2/16 14:24,2170,failed,3,FR,2380.48,54849.82,0,64,1
1013937522,Theater,GBP,10/28/13,100,10/12/13 12:12,101,successful,6,GB,161.16,159.57001,0,43,0
101395214,Food,USD,4/20/15,55000,3/11/15 19:18,0,failed,0,US,0,55000,0,58,0
1013953058,Design,USD,12/21/16,30000,11/14/16 15:11,14274,canceled,201,US,14274,30000,1,30,75
101395376,Theater,GBP,7/5/13,500,5/26/13 18:54,50,failed,1,GB,74.849998,748.53998,0,45,0
1013957162,Fashion,CHF,7/10/16,20000,6/4/16 14:10,34165.648,successful,206,CH,34883.551,20420.25,1,55,99
1013961121,Publishing,USD,1/1/17,75400,12/1/16 20:10,0,failed,0,US,0,75400,1,31,0
1013966241,Music,USD,1/10/15,1000,12/18/14 5:19,218,failed,10,US,218,1000,0,58,0
1013970276,Games,USD,11/26/14,5000,9/27/14 1:55,11,failed,3,US,11,5000,1,57,1
1013977072,Food,USD,12/4/12,5000,11/4/12 19:37,1490,failed,44,US,1490,5000,1,34,5
1013987861,Art,USD,6/12/12,6500,5/12/12 20:55,6687,successful,102,US,6687,6500,0,20,17
1013999702,Film & Video,USD,11/29/14,20000,10/14/14 23:41,201,failed,3,US,201,20000,1,34,0
1014012097,Food,USD,7/5/13,937,6/5/13 4:48,210,failed,10,US,210,937,1,61,4
1014022514,Food,USD,10/8/15,100000,9/8/15 17:14,0,failed,0,US,0,100000,0,31,0
1014036836,Art,USD,10/28/12,300,10/22/12 18:50,300,successful,11,US,300,300,0,32,5
1014042836,Design,USD,4/5/15,400,3/6/15 1:54,0,failed,0,US,0,400,0,48,0
1014050357,Publishing,USD,11/16/12,800,9/29/12 1:23,25,failed,1,US,25,800,1,49,0
1014062456,Technology,USD,8/3/14,300,7/14/14 19:23,162,failed,5,US,162,300,1,65,2
101407199,Art,USD,12/25/10,5000,12/17/10 22:54,6815,successful,79,US,6815,5000,0,25,37
1014077376,Music,USD,5/1/15,7500,4/1/15 18:36,7705,undefined,0,"N,0""",7705,7500,0,24,0
1014087235,Food,USD,8/5/13,30000,6/18/13 22:02,21135,failed,127,US,21135,30000,0,60,20
1014094330,Publishing,CAD,8/30/15,3000,7/31/15 22:28,66,undefined,0,"N,0""",49.889999,2267.5701,1,55,0
1014095503,Technology,USD,6/11/15,100000,5/12/15 23:49,5066,failed,34,US,5066,100000,1,34,4
1014100655,Publishing,USD,4/15/15,5000,2/14/15 20:03,10,undefined,0,"N,0""",10,5000,0,37,0
1014101413,Film & Video,USD,6/1/13,25000,4/24/13 18:35,7040,failed,127,US,7040,25000,0,41,13
1014108305,Theater,USD,6/23/13,1000,6/5/13 22:37,1023,successful,19,US,1023,1000,0,45,8
1014110420,Food,AUD,7/15/15,5000,6/15/15 13:25,100,failed,1,AU,74.010002,3700.6899,0,60,0
1014116653,Games,USD,5/1/15,2000,4/1/15 22:16,136,failed,11,US,136,2000,0,57,3
1014123161,Technology,USD,12/16/14,800,11/24/14 23:43,0,canceled,0,US,0,800,1,31,0
1014124530,Technology,USD,12/24/14,12500,10/25/14 16:49,0,failed,0,US,0,12500,1,22,0
1014125729,Technology,USD,2/10/15,50000,1/5/15 17:00,22064,canceled,448,US,22064,50000,0,40,93
1014129451,Publishing,USD,7/1/17,5750,6/1/17 14:35,8131,successful,153,US,8131,5750,1,56,37
1014133501,Art,GBP,10/16/16,3600,9/16/16 22:27,4628,successful,73,GB,5640.46,4387.5698,0,25,4
1014139773,Design,USD,1/5/12,3000,11/6/11 19:48,791,failed,11,US,791,3000,1,61,5
1014164299,Design,USD,8/12/14,1500,7/22/14 18:17,2058,successful,46,US,2058,1500,0,59,4
1014171516,Comics,USD,10/14/15,3500,9/14/15 18:03,3870,successful,119,US,3870,3500,0,59,18
1014172784,Publishing,EUR,3/28/17,5000,1/27/17 15:09,61,failed,5,IT,65.209999,5345.48,1,63,1
1014178502,Art,USD,3/17/14,3500,2/24/14 20:16,3592,successful,115,US,3592,3500,0,31,31
1014185765,Journalism,USD,5/11/15,8000,4/11/15 23:26,1305,canceled,27,US,1305,8000,1,30,13
1014187301,Publishing,USD,3/17/14,20000,2/15/14 13:24,50,failed,2,US,50,20000,1,31,0
1014194961,Art,USD,9/27/14,1600,8/27/14 19:05,20,failed,1,US,20,1600,0,42,0
101419502,Theater,USD,4/15/17,3500,3/8/17 22:57,3659,successful,62,US,3659,3500,1,31,8
1014195859,Design,GBP,9/20/13,5000,8/21/13 5:09,110,canceled,3,GB,176.21001,8009.7402,0,22,1
1014205679,Games,USD,2/13/15,25000,1/14/15 0:38,76,canceled,6,US,76,25000,0,52,2
1014224916,Fashion,CAD,1/18/14,7000,11/19/13 20:23,8423,successful,147,CA,7614.3599,6327.9702,1,42,45
1014227114,Music,CAD,2/5/15,3000,1/6/15 19:55,9793.25,successful,206,CA,7869.2202,2410.6101,0,61,82
1014231912,Music,USD,3/14/12,20000,2/13/12 10:22,0,failed,0,US,0,20000,0,44,0
1014234027,Film & Video,GBP,12/4/14,3500,11/3/14 10:21,13092.31,successful,421,GB,20536.311,5490.02,1,45,139
1014234055,Art,USD,8/14/14,100,7/15/14 21:32,10,failed,2,US,10,100,1,39,1
1014239653,Music,USD,11/16/13,5000,10/10/13 17:19,5364,successful,86,US,5364,5000,1,26,10
1014243202,Art,USD,9/22/10,2600,8/8/10 6:37,2970,successful,59,US,2970,2600,0,39,27
1014243887,Film & Video,GBP,7/12/13,5000,6/12/13 23:42,10,canceled,1,GB,15.11,7554.2402,1,25,0
